Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Ticket Status,Date Case Closed,Victim Group,Resolution Category,Time Of Crime,Month of Crime,Year of crime,Resolution_Days,Reporting_Delay
32184,5 Sep 2023,2 Sep 2023,10:34 AM,Pune,428,BURGLARY,71,F,Firearm,Other Crime,8,Solved,24 Oct 2023,Senior,Moderate,Morning,Sep,2023,51.83333333,1.67
6630,4 Oct 2020,3 Oct 2020,6:53 AM,Ahmedabad,450,ASSAULT,54,F,Unknown Weapon,Violent Crime,18,Solved,20 Dec 2020,Adult,Moderate,Morning,Oct,2020,78.66666667,0.29
24084,30 Sep 2022,30 Sep 2022,7:02 PM,Lucknow,405,IDENTITY THEFT,11,M,Other,Violent Crime,14,Active,Not Closed,Minor,Not Resolved,Afternoon,Sep,2022,Not Resolved,2.17
21970,6 Jul 2022,4 Jul 2022,10:01 AM,Bangalore,362,TRAFFIC VIOLATION,11,M,Poison,Traffic Fatality,19,Active,Not Closed,Minor,Not Resolved,Morning,Jul,2022,Not Resolved,1.71
31927,24 Aug 2023,23 Aug 2023,9:54 PM,Hyderabad,513,FIREARM OFFENSE,60,F,Other,Fire Accident,14,Active,Not Closed,Senior,Not Resolved,Night,Aug,2023,Not Resolved,2.54
28883,20 Apr 2023,18 Apr 2023,2:23 PM,Ahmedabad,129,FRAUD,61,F,Poison,Other Crime,4,Active,Not Closed,Senior,Not Resolved,Morning,Apr,2023,Not Resolved,0.67
15128,22 Sep 2021,22 Sep 2021,6:54 AM,Jaipur,161,VANDALISM,48,F,Other,Other Crime,3,Solved,17 Nov 2021,Adult,Moderate,Morning,Sep,2021,56.66666667,1.79
15801,22 Oct 2021,20 Oct 2021,8:57 PM,Mumbai,149,IDENTITY THEFT,41,M,Other,Violent Crime,18,Active,Not Closed,Adult,Not Resolved,Night,Oct,2021,Not Resolved,0.63
2156,31 Mar 2020,30 Mar 2020,12:10 AM,Agra,522,IDENTITY THEFT,27,F,Knife,Violent Crime,8,Solved,7 Jun 2020,Adult,Moderate,Night,Mar,2020,68.625,2.83
2528,18 Apr 2020,15 Apr 2020,2:07 PM,Jaipur,357,HOMICIDE,34,F,Other,Other Crime,9,Active,Not Closed,Adult,Not Resolved,Morning,Apr,2020,Not Resolved,1.63
9510,1 Feb 2021,31 Jan 2021,5:53 AM,Mumbai,465,TRAFFIC VIOLATION,70,F,Other,Traffic Fatality,8,Solved,12 Feb 2021,Senior,Fast,Night,Jan,2021,12.625,1.00
7354,3 Nov 2020,2 Nov 2020,1:23 AM,Rajkot,496,DRUG OFFENSE,49,F,Knife,Other Crime,9,Active,Not Closed,Adult,Not Resolved,Night,Nov,2020,Not Resolved,1.33
36653,8 Mar 2024,7 Mar 2024,9:39 PM,Hyderabad,189,ROBBERY,57,F,Explosives,Violent Crime,8,Active,Not Closed,Adult,Not Resolved,Night,Mar,2024,Not Resolved,1.67
24567,22 Oct 2022,20 Oct 2022,7:25 PM,Chennai,411,HOMICIDE,65,M,Firearm,Other Crime,6,Solved,12 Nov 2023,Senior,Very Slow,Afternoon,Oct,2022,387.6666667,0.25
13309,8 Jul 2021,8 Jul 2021,3:04 AM,Bangalore,452,KIDNAPPING,79,F,Knife,Other Crime,13,Active,Not Closed,Senior,Not Resolved,Night,Jul,2021,Not Resolved,0.67
25274,19 Nov 2022,19 Nov 2022,9:01 AM,Bangalore,578,KIDNAPPING,53,F,Poison,Other Crime,18,Solved,29 Jan 2023,Adult,Moderate,Morning,Nov,2022,71.66666667,2.83
26650,18 Jan 2023,15 Jan 2023,9:26 PM,Hyderabad,131,HOMICIDE,14,M,Firearm,Other Crime,4,Solved,21 Jul 2023,Minor,Very Slow,Night,Jan,2023,186.8333333,0.17
39483,3 Jul 2024,3 Jul 2024,4:22 AM,Hyderabad,448,DRUG OFFENSE,33,F,Firearm,Other Crime,3,Solved,24 Aug 2024,Adult,Moderate,Night,Jul,2024,52.16666667,0.17
6884,13 Oct 2020,13 Oct 2020,12:40 AM,Varanasi,545,CYBERCRIME,52,F,Firearm,Other Crime,12,Solved,26 Nov 2020,Adult,Moderate,Night,Oct,2020,44.16666667,0.04
4395,2 Jul 2020,2 Jul 2020,3:01 PM,Indore,249,SEXUAL ASSAULT,77,F,Other,Violent Crime,2,Active,Not Closed,Senior,Not Resolved,Morning,Jul,2020,Not Resolved,2.08
20888,22 May 2022,20 May 2022,8:14 AM,Ludhiana,543,EXTORTION,33,Other,Other,Other Crime,5,Solved,4 Jun 2022,Adult,Fast,Morning,May,2022,15.08333333,2.17
3141,13 May 2020,10 May 2020,12:33 AM,Pune,285,VEHICLE - STOLEN,25,F,Explosives,Violent Crime,12,Solved,24 May 2020,Adult,Fast,Night,May,2020,13.16666667,1.17
32740,27 Sep 2023,26 Sep 2023,4:54 PM,Mumbai,173,VANDALISM,28,F,Unknown Weapon,Other Crime,6,Active,Not Closed,Adult,Not Resolved,Afternoon,Sep,2023,Not Resolved,1.21
5489,17 Aug 2020,16 Aug 2020,6:25 PM,Ludhiana,413,ARSON,73,F,Blunt Object,Fire Accident,19,Solved,29 Aug 2020,Senior,Fast,Afternoon,Aug,2020,13.20833333,2.88
11999,17 May 2021,14 May 2021,5:33 AM,Hyderabad,544,DOMESTIC VIOLENCE,71,F,Unknown Weapon,Violent Crime,13,Active,Not Closed,Senior,Not Resolved,Night,May,2021,Not Resolved,2.54
22747,8 Aug 2022,5 Aug 2022,6:32 AM,Bangalore,267,ASSAULT,18,Other,Firearm,Violent Crime,12,Solved,25 Oct 2022,Adult,Moderate,Morning,Aug,2022,80.54166667,2.71
7592,15 Nov 2020,12 Nov 2020,6:14 PM,Jaipur,436,KIDNAPPING,67,F,Poison,Other Crime,4,Solved,31 Dec 2020,Senior,Moderate,Afternoon,Nov,2020,48.70833333,1.42
6369,23 Sep 2020,22 Sep 2020,6:58 PM,Ludhiana,504,BURGLARY,23,M,Blunt Object,Other Crime,5,Active,Not Closed,Adult,Not Resolved,Afternoon,Sep,2020,Not Resolved,0.71
4698,15 Jul 2020,14 Jul 2020,1:00 PM,Mumbai,168,KIDNAPPING,69,F,Poison,Other Crime,12,Solved,2 Aug 2020,Senior,Fast,Morning,Jul,2020,18.70833333,0.63
14861,11 Sep 2021,11 Sep 2021,3:21 AM,Kanpur,496,FRAUD,16,F,Poison,Other Crime,18,Active,Not Closed,Minor,Not Resolved,Night,Sep,2021,Not Resolved,0.67
34987,29 Dec 2023,28 Dec 2023,11:53 AM,Delhi,330,COUNTERFEITING,72,M,Explosives,Other Crime,4,Solved,14 Feb 2024,Senior,Moderate,Morning,Dec,2023,47.66666667,2.08
21389,12 Jun 2022,10 Jun 2022,9:32 PM,Ahmedabad,240,ASSAULT,40,Other,Knife,Violent Crime,9,Solved,29 Aug 2022,Adult,Moderate,Night,Jun,2022,80.08333333,1.29
8545,23 Dec 2020,22 Dec 2020,10:13 AM,Surat,152,ROBBERY,16,M,Explosives,Violent Crime,9,Active,Not Closed,Minor,Not Resolved,Morning,Dec,2020,Not Resolved,2.96
26111,26 Dec 2022,23 Dec 2022,6:56 PM,Faridabad,369,VANDALISM,75,M,Blunt Object,Other Crime,3,Solved,13 Mar 2023,Senior,Moderate,Afternoon,Dec,2022,79.95833333,0.33
10520,14 Mar 2021,14 Mar 2021,11:07 AM,Hyderabad,337,HOMICIDE,54,F,Blunt Object,Other Crime,8,Solved,8 Sep 2022,Adult,Very Slow,Morning,Mar,2021,543.3333333,0.96
5145,3 Aug 2020,2 Aug 2020,12:04 PM,Indore,211,PUBLIC INTOXICATION,54,F,Unknown Weapon,Other Crime,4,Solved,15 Aug 2020,Adult,Fast,Morning,Aug,2020,12.95833333,0.67
11532,26 Apr 2021,25 Apr 2021,6:24 PM,Agra,547,COUNTERFEITING,41,M,Explosives,Other Crime,1,Active,Not Closed,Adult,Not Resolved,Afternoon,Apr,2021,Not Resolved,1.29
13959,5 Aug 2021,4 Aug 2021,3:25 AM,Bangalore,163,DRUG OFFENSE,37,F,Explosives,Other Crime,17,Active,Not Closed,Adult,Not Resolved,Night,Aug,2021,Not Resolved,2.00
26818,24 Jan 2023,22 Jan 2023,2:37 AM,Delhi,343,FRAUD,37,Other,Poison,Other Crime,6,Solved,22 Feb 2023,Adult,Fast,Night,Jan,2023,31,2.88
40009,27 Jul 2024,25 Jul 2024,11:52 AM,Jaipur,152,EXTORTION,10,F,Unknown Weapon,Other Crime,3,Active,Not Closed,Minor,Not Resolved,Morning,Jul,2024,Not Resolved,0.42
25845,13 Dec 2022,12 Dec 2022,5:30 AM,Kolkata,276,EXTORTION,58,Other,Blunt Object,Other Crime,7,Active,Not Closed,Adult,Not Resolved,Night,Dec,2022,Not Resolved,2.88
19501,26 Mar 2022,23 Mar 2022,6:48 AM,Mumbai,502,ROBBERY,56,F,Poison,Violent Crime,14,Active,Not Closed,Adult,Not Resolved,Morning,Mar,2022,Not Resolved,1.71
17929,18 Jan 2022,17 Jan 2022,12:45 PM,Kolkata,442,COUNTERFEITING,78,Other,Poison,Other Crime,6,Active,Not Closed,Senior,Not Resolved,Morning,Jan,2022,Not Resolved,0.13
30718,4 Jul 2023,3 Jul 2023,7:15 PM,Lucknow,111,SEXUAL ASSAULT,71,F,Unknown Weapon,Violent Crime,17,Solved,30 May 2024,Senior,Very Slow,Afternoon,Jul,2023,331.125,2.17
18403,7 Feb 2022,5 Feb 2022,4:16 AM,Bangalore,188,HOMICIDE,41,M,Knife,Other Crime,4,Active,Not Closed,Adult,Not Resolved,Night,Feb,2022,Not Resolved,1.29
33895,14 Nov 2023,13 Nov 2023,9:29 AM,Kolkata,351,EXTORTION,25,F,Poison,Other Crime,19,Active,Not Closed,Adult,Not Resolved,Morning,Nov,2023,Not Resolved,2.88
19041,7 Mar 2022,4 Mar 2022,9:24 PM,Hyderabad,369,KIDNAPPING,56,Other,Poison,Other Crime,9,Solved,3 Apr 2022,Adult,Fast,Night,Mar,2022,29.875,2.29
2725,25 Apr 2020,23 Apr 2020,5:42 AM,Delhi,228,TRAFFIC VIOLATION,56,M,Unknown Weapon,Traffic Fatality,14,Active,Not Closed,Adult,Not Resolved,Night,Apr,2020,Not Resolved,1.67
35180,7 Jan 2024,5 Jan 2024,4:53 PM,Chennai,382,VEHICLE - STOLEN,16,M,Poison,Violent Crime,6,Solved,16 Feb 2024,Minor,Moderate,Afternoon,Jan,2024,41.66666667,0.33
31708,14 Aug 2023,14 Aug 2023,3:11 AM,Vasai,530,TRAFFIC VIOLATION,43,F,Poison,Traffic Fatality,13,Active,Not Closed,Adult,Not Resolved,Night,Aug,2023,Not Resolved,1.96
12694,14 Jun 2021,12 Jun 2021,6:30 PM,Lucknow,396,ROBBERY,77,F,Blunt Object,Violent Crime,16,Solved,28 Nov 2021,Senior,Slow,Afternoon,Jun,2021,168.9583333,0.08
15956,26 Oct 2021,26 Oct 2021,10:39 AM,Hyderabad,511,DRUG OFFENSE,10,F,Explosives,Other Crime,9,Active,Not Closed,Minor,Not Resolved,Morning,Oct,2021,Not Resolved,2.54
30656,3 Jul 2023,1 Jul 2023,10:13 PM,Kolkata,436,FRAUD,55,F,Unknown Weapon,Other Crime,16,Active,Not Closed,Adult,Not Resolved,Night,Jul,2023,Not Resolved,2.50
15870,25 Oct 2021,23 Oct 2021,2:35 PM,Surat,598,DRUG OFFENSE,44,F,Blunt Object,Other Crime,4,Solved,2 Dec 2021,Adult,Moderate,Morning,Oct,2021,40.5,1.50
23875,23 Sep 2022,21 Sep 2022,4:20 AM,Kanpur,497,FIREARM OFFENSE,16,Other,Poison,Fire Accident,1,Active,Not Closed,Minor,Not Resolved,Night,Sep,2022,Not Resolved,0.08
34465,7 Dec 2023,7 Dec 2023,6:19 PM,Ahmedabad,352,KIDNAPPING,42,F,Knife,Other Crime,4,Solved,21 Feb 2024,Adult,Moderate,Afternoon,Dec,2023,76.08333333,1.42
16654,26 Nov 2021,24 Nov 2021,9:09 AM,Bangalore,491,DRUG OFFENSE,64,Other,Blunt Object,Other Crime,13,Active,Not Closed,Senior,Not Resolved,Morning,Nov,2021,Not Resolved,1.50
18912,28 Feb 2022,26 Feb 2022,8:49 AM,Jaipur,101,ASSAULT,64,F,Blunt Object,Violent Crime,8,Solved,6 May 2022,Senior,Moderate,Morning,Feb,2022,68.5,2.96
17173,19 Dec 2021,16 Dec 2021,8:28 PM,Jaipur,317,DOMESTIC VIOLENCE,43,Other,Poison,Violent Crime,6,Active,Not Closed,Adult,Not Resolved,Night,Dec,2021,Not Resolved,2.75
18785,24 Feb 2022,21 Feb 2022,3:51 PM,Kanpur,324,TRAFFIC VIOLATION,77,Other,Knife,Traffic Fatality,2,Solved,16 Mar 2022,Senior,Fast,Morning,Feb,2022,22.75,1.88
34174,26 Nov 2023,24 Nov 2023,11:28 AM,Bangalore,221,CYBERCRIME,30,F,Poison,Other Crime,16,Active,Not Closed,Adult,Not Resolved,Morning,Nov,2023,Not Resolved,1.54
18963,2 Mar 2022,1 Mar 2022,1:28 PM,Bangalore,534,HOMICIDE,22,M,Other,Other Crime,18,Solved,3 May 2023,Adult,Very Slow,Morning,Mar,2022,428.5416667,1.38
819,5 Feb 2020,4 Feb 2020,8:58 PM,Ahmedabad,258,SEXUAL ASSAULT,37,F,Unknown Weapon,Violent Crime,13,Solved,4 Aug 2020,Adult,Very Slow,Night,Feb,2020,182.375,0.63
13979,6 Aug 2021,5 Aug 2021,9:29 AM,Ghaziabad,226,BURGLARY,74,M,Other,Other Crime,15,Active,Not Closed,Senior,Not Resolved,Morning,Aug,2021,Not Resolved,2.17
7830,24 Nov 2020,22 Nov 2020,1:22 AM,Hyderabad,336,HOMICIDE,62,F,Other,Other Crime,5,Solved,15 Nov 2022,Senior,Very Slow,Night,Nov,2020,723.1666667,0.83
15130,23 Sep 2021,22 Sep 2021,9:09 PM,Ludhiana,582,DOMESTIC VIOLENCE,18,M,Unknown Weapon,Violent Crime,18,Active,Not Closed,Adult,Not Resolved,Night,Sep,2021,Not Resolved,0.29
36345,23 Feb 2024,23 Feb 2024,9:49 AM,Bangalore,110,VANDALISM,13,F,Poison,Other Crime,2,Solved,17 Apr 2024,Minor,Moderate,Morning,Feb,2024,54.29166667,0.33
11608,28 Apr 2021,28 Apr 2021,3:53 PM,Lucknow,358,BURGLARY,71,M,Explosives,Other Crime,10,Active,Not Closed,Senior,Not Resolved,Morning,Apr,2021,Not Resolved,2.58
6707,9 Oct 2020,6 Oct 2020,9:42 AM,Mumbai,494,SHOPLIFTING,33,F,Poison,Other Crime,6,Active,Not Closed,Adult,Not Resolved,Morning,Oct,2020,Not Resolved,2.54
16744,1 Dec 2021,28 Nov 2021,8:59 PM,Ahmedabad,319,COUNTERFEITING,64,F,Explosives,Other Crime,6,Solved,18 Dec 2021,Senior,Fast,Night,Nov,2021,19.54166667,0.83
30660,2 Jul 2023,1 Jul 2023,4:04 AM,Kolkata,355,SHOPLIFTING,75,M,Poison,Other Crime,4,Active,Not Closed,Senior,Not Resolved,Night,Jul,2023,Not Resolved,2.92
16818,4 Dec 2021,1 Dec 2021,9:41 AM,Delhi,464,KIDNAPPING,52,F,Firearm,Other Crime,16,Solved,16 Jan 2022,Adult,Moderate,Morning,Dec,2021,45.91666667,0.63
4527,8 Jul 2020,7 Jul 2020,9:30 AM,Pune,120,VANDALISM,57,M,Explosives,Other Crime,7,Solved,21 Sep 2020,Adult,Moderate,Morning,Jul,2020,75.625,1.04
3512,27 May 2020,26 May 2020,6:42 AM,Kanpur,102,SEXUAL ASSAULT,47,F,Firearm,Violent Crime,15,Solved,1 May 2021,Adult,Very Slow,Morning,May,2020,340.0416667,2.58
195,11 Jan 2020,9 Jan 2020,8:16 AM,Delhi,235,ILLEGAL POSSESSION,33,F,Poison,Other Crime,12,Active,Not Closed,Adult,Not Resolved,Morning,Jan,2020,Not Resolved,2.96
22558,31 Jul 2022,28 Jul 2022,8:18 PM,Kolkata,498,SEXUAL ASSAULT,16,F,Knife,Violent Crime,11,Solved,5 Sep 2023,Minor,Very Slow,Night,Jul,2022,403.9583333,0.63
16346,12 Nov 2021,12 Nov 2021,12:06 PM,Hyderabad,363,ASSAULT,64,F,Firearm,Violent Crime,18,Solved,17 Dec 2021,Senior,Moderate,Morning,Nov,2021,35.625,1.46
37435,10 Apr 2024,8 Apr 2024,11:47 PM,Chennai,305,TRAFFIC VIOLATION,51,M,Knife,Traffic Fatality,5,Active,Not Closed,Adult,Not Resolved,Night,Apr,2024,Not Resolved,2.08
6734,9 Oct 2020,7 Oct 2020,2:43 AM,Ahmedabad,146,SHOPLIFTING,56,M,Blunt Object,Other Crime,12,Solved,13 Nov 2020,Adult,Moderate,Night,Oct,2020,37.08333333,0.71
15003,17 Sep 2021,17 Sep 2021,2:19 AM,Agra,515,DOMESTIC VIOLENCE,27,F,Explosives,Violent Crime,15,Solved,14 Oct 2021,Adult,Fast,Night,Sep,2021,27.70833333,1.83
4288,29 Jun 2020,27 Jun 2020,12:30 PM,Mumbai,576,VANDALISM,63,F,Firearm,Other Crime,1,Solved,16 Jul 2020,Senior,Fast,Morning,Jun,2020,18.83333333,0.50
31563,8 Aug 2023,8 Aug 2023,5:52 PM,Delhi,156,CYBERCRIME,18,M,Explosives,Other Crime,18,Solved,26 Oct 2023,Adult,Moderate,Afternoon,Aug,2023,79.5,0.54
37998,2 May 2024,2 May 2024,1:44 PM,Patna,453,IDENTITY THEFT,33,F,Blunt Object,Violent Crime,4,Solved,23 Jun 2024,Adult,Moderate,Morning,May,2024,52.54166667,2.33
37227,2 Apr 2024,31 Mar 2024,12:17 PM,Srinagar,592,SHOPLIFTING,66,M,Other,Other Crime,5,Solved,15 Jun 2024,Senior,Moderate,Morning,Mar,2024,76.33333333,2.96
6188,17 Sep 2020,14 Sep 2020,1:43 AM,Bangalore,415,EXTORTION,40,M,Knife,Other Crime,11,Active,Not Closed,Adult,Not Resolved,Night,Sep,2020,Not Resolved,0.38
10018,21 Feb 2021,21 Feb 2021,8:37 PM,Bangalore,160,TRAFFIC VIOLATION,66,F,Other,Traffic Fatality,15,Solved,7 Mar 2021,Senior,Fast,Night,Feb,2021,14.375,2.79
3780,9 Jun 2020,6 Jun 2020,2:01 PM,Jaipur,395,EXTORTION,20,M,Unknown Weapon,Other Crime,16,Active,Not Closed,Adult,Not Resolved,Morning,Jun,2020,Not Resolved,0.21
17425,27 Dec 2021,27 Dec 2021,3:04 AM,Delhi,404,SEXUAL ASSAULT,66,Other,Poison,Violent Crime,7,Solved,26 Jul 2022,Senior,Very Slow,Night,Dec,2021,211.2083333,2.50
8136,7 Dec 2020,4 Dec 2020,1:58 AM,Thane,534,HOMICIDE,22,M,Unknown Weapon,Other Crime,11,Active,Not Closed,Adult,Not Resolved,Night,Dec,2020,Not Resolved,2.67
34319,3 Dec 2023,30 Nov 2023,11:05 PM,Patna,473,VEHICLE - STOLEN,66,M,Knife,Violent Crime,7,Active,Not Closed,Senior,Not Resolved,Night,Nov,2023,Not Resolved,0.46
39210,22 Jun 2024,21 Jun 2024,10:12 PM,Ahmedabad,190,VANDALISM,26,F,Explosives,Other Crime,7,Solved,18 Jul 2024,Adult,Fast,Night,Jun,2024,26.45833333,2.38
6241,19 Sep 2020,17 Sep 2020,2:00 PM,Lucknow,166,VEHICLE - STOLEN,29,F,Other,Violent Crime,19,Solved,7 Nov 2020,Adult,Moderate,Morning,Sep,2020,51.375,1.17
9058,13 Jan 2021,12 Jan 2021,2:58 PM,Patna,216,CYBERCRIME,15,F,Other,Other Crime,4,Solved,28 Mar 2021,Minor,Moderate,Morning,Jan,2021,75.16666667,2.46
28967,24 Apr 2023,21 Apr 2023,6:34 PM,Bangalore,325,DRUG OFFENSE,41,M,Knife,Other Crime,15,Active,Not Closed,Adult,Not Resolved,Afternoon,Apr,2023,Not Resolved,1.67
20208,23 Apr 2022,21 Apr 2022,7:02 AM,Ahmedabad,479,DRUG OFFENSE,66,Other,Poison,Other Crime,12,Solved,1 May 2022,Senior,Fast,Morning,Apr,2022,9.666666667,1.75
37473,12 Apr 2024,10 Apr 2024,4:26 AM,Rajkot,130,FRAUD,46,M,Explosives,Other Crime,16,Solved,27 Apr 2024,Adult,Fast,Night,Apr,2024,16.75,2.25
24754,30 Oct 2022,28 Oct 2022,8:04 PM,Mumbai,380,ROBBERY,79,Other,Unknown Weapon,Violent Crime,3,Solved,6 Mar 2023,Senior,Slow,Night,Oct,2022,129.25,1.83
30191,13 Jun 2023,11 Jun 2023,1:06 PM,Mumbai,259,VANDALISM,13,F,Firearm,Other Crime,1,Solved,30 Aug 2023,Minor,Moderate,Morning,Jun,2023,79.83333333,1.83
18834,25 Feb 2022,23 Feb 2022,2:21 PM,Patna,390,EXTORTION,24,Other,Firearm,Other Crime,19,Active,Not Closed,Adult,Not Resolved,Morning,Feb,2022,Not Resolved,1.29
39384,30 Jun 2024,28 Jun 2024,4:56 PM,Ludhiana,470,DOMESTIC VIOLENCE,29,M,Knife,Violent Crime,10,Active,Not Closed,Adult,Not Resolved,Afternoon,Jun,2024,Not Resolved,0.54
15487,7 Oct 2021,7 Oct 2021,6:44 AM,Bangalore,296,ROBBERY,49,M,Unknown Weapon,Violent Crime,19,Active,Not Closed,Adult,Not Resolved,Morning,Oct,2021,Not Resolved,1.29
20573,8 May 2022,7 May 2022,2:14 AM,Delhi,399,DOMESTIC VIOLENCE,35,Other,Other,Violent Crime,2,Solved,1 Jul 2022,Adult,Moderate,Night,May,2022,55.29166667,0.50
39020,14 Jun 2024,13 Jun 2024,4:16 AM,Bangalore,137,TRAFFIC VIOLATION,11,F,Unknown Weapon,Traffic Fatality,19,Solved,6 Jul 2024,Minor,Fast,Night,Jun,2024,22.5,0.71
18810,23 Feb 2022,22 Feb 2022,5:19 PM,Delhi,317,CYBERCRIME,37,F,Knife,Other Crime,2,Active,Not Closed,Adult,Not Resolved,Afternoon,Feb,2022,Not Resolved,0.50
13652,23 Jul 2021,22 Jul 2021,12:46 PM,Mumbai,315,ARSON,13,M,Other,Fire Accident,1,Solved,28 Sep 2021,Minor,Moderate,Morning,Jul,2021,67.5,1.17
16206,7 Nov 2021,6 Nov 2021,3:19 PM,Pune,315,ROBBERY,76,F,Other,Violent Crime,12,Active,Not Closed,Senior,Not Resolved,Morning,Nov,2021,Not Resolved,2.00
3422,24 May 2020,22 May 2020,9:38 PM,Kolkata,544,FRAUD,23,M,Knife,Other Crime,2,Solved,2 Aug 2020,Adult,Moderate,Night,May,2020,72,1.50
5118,2 Aug 2020,1 Aug 2020,7:35 PM,Bangalore,529,ILLEGAL POSSESSION,40,F,Knife,Other Crime,6,Active,Not Closed,Adult,Not Resolved,Afternoon,Aug,2020,Not Resolved,1.13
17758,11 Jan 2022,9 Jan 2022,12:28 PM,Pune,171,SHOPLIFTING,35,F,Firearm,Other Crime,6,Active,Not Closed,Adult,Not Resolved,Morning,Jan,2022,Not Resolved,0.33
35553,21 Jan 2024,21 Jan 2024,9:43 AM,Rajkot,599,ROBBERY,11,F,Other,Violent Crime,5,Solved,11 May 2024,Minor,Slow,Morning,Jan,2024,111.3333333,2.75
17926,19 Jan 2022,16 Jan 2022,5:40 AM,Kolkata,465,FRAUD,26,M,Knife,Other Crime,12,Solved,30 Jan 2022,Adult,Fast,Night,Jan,2022,13.75,1.38
25236,18 Nov 2022,17 Nov 2022,9:52 PM,Kolkata,581,PUBLIC INTOXICATION,35,Other,Knife,Other Crime,3,Active,Not Closed,Adult,Not Resolved,Night,Nov,2022,Not Resolved,0.88
37295,3 Apr 2024,2 Apr 2024,8:29 PM,Pune,267,DRUG OFFENSE,19,F,Other,Other Crime,9,Active,Not Closed,Adult,Not Resolved,Night,Apr,2024,Not Resolved,0.92
30814,8 Jul 2023,7 Jul 2023,7:07 AM,Kalyan,403,SEXUAL ASSAULT,27,F,Unknown Weapon,Violent Crime,16,Active,Not Closed,Adult,Not Resolved,Morning,Jul,2023,Not Resolved,0.25
21726,24 Jun 2022,24 Jun 2022,10:37 PM,Delhi,279,BURGLARY,51,F,Knife,Other Crime,5,Solved,26 Oct 2022,Adult,Slow,Night,Jun,2022,124.25,1.00
20557,7 May 2022,6 May 2022,6:02 AM,Bangalore,403,BURGLARY,56,Other,Unknown Weapon,Other Crime,15,Solved,27 Oct 2022,Adult,Slow,Morning,May,2022,174,2.63
27635,28 Feb 2023,25 Feb 2023,5:13 AM,Hyderabad,210,FRAUD,78,Other,Firearm,Other Crime,3,Solved,12 May 2023,Senior,Moderate,Night,Feb,2023,75.625,0.29
30166,11 Jun 2023,10 Jun 2023,8:25 AM,Rajkot,113,PUBLIC INTOXICATION,76,M,Firearm,Other Crime,8,Solved,5 Jul 2023,Senior,Fast,Morning,Jun,2023,24.29166667,1.00
549,24 Jan 2020,23 Jan 2020,3:09 PM,Ludhiana,577,ASSAULT,48,M,Poison,Violent Crime,9,Active,Not Closed,Adult,Not Resolved,Morning,Jan,2020,Not Resolved,1.17
39579,8 Jul 2024,7 Jul 2024,8:11 AM,Chennai,397,BURGLARY,67,F,Poison,Other Crime,14,Active,Not Closed,Senior,Not Resolved,Morning,Jul,2024,Not Resolved,2.71
30523,28 Jun 2023,25 Jun 2023,6:05 AM,Kolkata,191,SHOPLIFTING,56,F,Other,Other Crime,7,Solved,7 Jul 2023,Adult,Fast,Morning,Jun,2023,11.70833333,2.17
12065,19 May 2021,17 May 2021,3:25 PM,Surat,114,DOMESTIC VIOLENCE,31,F,Poison,Violent Crime,9,Solved,15 Jul 2021,Adult,Moderate,Morning,May,2021,59.16666667,0.04
10273,4 Mar 2021,4 Mar 2021,9:25 PM,Faridabad,202,CYBERCRIME,46,F,Unknown Weapon,Other Crime,5,Active,Not Closed,Adult,Not Resolved,Night,Mar,2021,Not Resolved,1.08
12762,16 Jun 2021,15 Jun 2021,5:07 AM,Bangalore,355,DRUG OFFENSE,62,M,Explosives,Other Crime,3,Active,Not Closed,Senior,Not Resolved,Night,Jun,2021,Not Resolved,0.29
29888,30 May 2023,30 May 2023,5:12 AM,Bhopal,206,PUBLIC INTOXICATION,48,F,Blunt Object,Other Crime,4,Active,Not Closed,Adult,Not Resolved,Night,May,2023,Not Resolved,0.50
32059,29 Aug 2023,28 Aug 2023,2:56 PM,Surat,258,VANDALISM,54,F,Knife,Other Crime,8,Solved,30 Sep 2023,Adult,Moderate,Morning,Aug,2023,32.5,1.79
16430,17 Nov 2021,15 Nov 2021,7:38 AM,Lucknow,140,BURGLARY,51,M,Knife,Other Crime,19,Active,Not Closed,Adult,Not Resolved,Morning,Nov,2021,Not Resolved,2.25
32795,30 Sep 2023,28 Sep 2023,12:27 PM,Faridabad,154,ROBBERY,45,F,Blunt Object,Violent Crime,16,Active,Not Closed,Adult,Not Resolved,Morning,Sep,2023,Not Resolved,0.79
16309,11 Nov 2021,10 Nov 2021,1:55 AM,Ahmedabad,116,EXTORTION,34,F,Other,Other Crime,6,Solved,6 Feb 2022,Adult,Moderate,Night,Nov,2021,87.79166667,0.33
4378,1 Jul 2020,1 Jul 2020,2:54 PM,Bangalore,169,ASSAULT,49,F,Explosives,Violent Crime,12,Active,Not Closed,Adult,Not Resolved,Morning,Jul,2020,Not Resolved,2.21
2013,27 Mar 2020,24 Mar 2020,10:38 AM,Chennai,375,SHOPLIFTING,44,F,Explosives,Other Crime,6,Active,Not Closed,Adult,Not Resolved,Morning,Mar,2020,Not Resolved,0.33
27019,31 Jan 2023,30 Jan 2023,8:32 PM,Ghaziabad,445,FRAUD,61,M,Other,Other Crime,16,Solved,9 Mar 2023,Senior,Moderate,Night,Jan,2023,37.33333333,2.50
